Building_ID,Building_Type,Governorate,Neighborhood,Day_of_Week,Occupancy_Level,Appliances_Usage_Level,SquareFootage,Last_Maintenance_Date,Average_Temperature,Energy_Consumption
BLD-1678-OA,Residential,Giza,@Mohandessin0,SATURDAY,Low,Low,14112m2,2020-01-01,29.08,2470.59 kWh
BLD-1679-XE,Industrial,Alexandria,%94Smouha,sunDAY,Low,Medium,26022,2022-10-17,42.01,4314.56 kWh
BLD-1680-NU,Commercial,Alexandria,Gleem,Saturday,Medium,Medium,26119,2023-01-17,37.83,4039.93 kWh
BLD-1681-EC,,Cairo,Heliopolis_41,thursDAY,High,Medium,40248,2020-08-04,32.28,4488.84 kWh
BLD-1682-PZ,Commercial,,Maadi,SaTurday,Medium,Low,24395m2,2020-06-18,-0.87,3844.62 kWh
BLD-1683-IK,Industrial,Alexandria,Smouha,Saturday,Low,Medium,13880m2,2022-01-09,34.89,3733.24 kWh
BLD-1684-TW,Residential,Alexandria,!75Gleem,TUESDAY,Low,High,39163m2,2022-06-06,31.65,4454.51 kWh
BLD-1685-MU,,Giza,^Mohandessin35,monday,Low,Medium,4472m2,2022-04-14,31.34,2996.99 kWh
BLD-1686-CK,Industrial,Alexandria,#95Smouha,MonDay,High,Medium,20316,2024-04-06,38.06,4776.54 kWh
BLD-1687-VR,Residential,Alexandria,+67Gleem,SaTurday,Low,Medium,38067,2021-05-16,31.85,3870.32 kWh
BLD-1688-MK,Commercial,Giza,Mohandessin_78,MonDay,Medium,Medium,7138m2,2023-02-19,-2.34,3372.2 kWh
BLD-1689-UW,Commercial,Giza,)Mohandessin24,WEDNESDAY,Medium,High,25417,2024-12-31,-1.86,4676.25 kWh
BLD-1690-YP,Commercial,Cairo,Maadi,WEDNESDAY,Low,Medium,7040,2021-02-19,24.84,2727.89 kWh
BLD-1691-RB,Industrial,Alexandria,Gleem^57,wednesday,Medium,Medium,7679,2021-08-08,,4009.27 kWh
BLD-1692-TC,Industrial,Giza,@81Mohandessin,SaTurday,High,Low,5257m2,2020-01-01,27.49,3679.96 kWh
BLD-1693-HU,Industrial,,Gleem*73,saturDAY,High,Low,6868,2023-04-18,32.46,3249.36 kWh
BLD-1694-VJ,Commercial,Giza,$Dokki31,WEDNESDAY,Medium,Medium,18940m2,2024-08-25,36.88,3979.37 kWh
BLD-1695-HX,Industrial,,Mohandessin,TuEsday,Low,Low,22427m2,2022-10-23,32.2,3880.32 kWh
BLD-1696-CN,Commercial,Alexandria,Smouha%72,SUNDAY,High,High,36744m2,2024-07-22,43.2,5195.15 kWh
BLD-1697-DY,Commercial,Giza,Dokki,friday,High,Medium,35411m2,2021-01-07,33.65,4798.25 kWh
BLD-1698-UW,Residential,Giza,Mohandessin,wednesday,Low,Low,43701m2,2023-05-19,38.2,3952.58 kWh
BLD-1699-DO,,Giza,+Mohandessin70,WednesDay,High,Medium,44827,2024-12-31,41.38,5272.05 kWh
BLD-1700-FW,Residential,Cairo,+58New Cairo,Friday,Medium,Medium,18405m2,2021-07-12,27.24,3234.06 kWh
BLD-1701-JA,Commercial,Cairo,^2Heliopolis,SuNday,Medium,Low,15523m2,2020-01-01,33.97,3177.82 kWh
BLD-1702-BK,Commercial,Alexandria,Smouha,SunDay,Medium,High,46000m2,2024-05-26,-2.34,5342.17 kWh
BLD-1703-ZB,Industrial,,Dokki_77,saturday,Medium,Low,3520,2023-04-28,24.4,3419.14 kWh
BLD-1704-JL,Residential,Cairo,#55New Cairo,THursday,Medium,High,29926m2,2023-02-08,27.89,4090.2 kWh
BLD-1705-LN,Residential,Alexandria,-Gleem13,SUNDAY,Medium,Low,15359,2020-08-19,29.56,2788.49 kWh
BLD-1706-EH,Commercial,,#73Gleem,saturday,High,Medium,39782m2,2022-04-21,36.42,5268.16 kWh
BLD-1707-QN,Residential,Cairo,New Cairo,MonDay,Low,Medium,6871,2020-09-06,32.11,2364.9 kWh
BLD-1708-SV,Residential,Giza,Mohandessin,SATURDAY,Medium,Low,29234m2,2020-06-15,21.99,3519.56 kWh
BLD-1709-ZF,Industrial,Cairo,Maadi,TuesDay,Low,Medium,28435m2,2023-04-09,,4391.84 kWh
BLD-1710-FF,Commercial,Giza,Dokki,THursday,Low,Medium,38373,2020-08-18,37.87,4417.34 kWh
BLD-1711-CT,Industrial,Giza,^Dokki50,SaturDay,High,High,16208m2,2024-10-14,38.63,4763.57 kWh
BLD-1712-MT,Industrial,,Dokki,SunDay,High,Medium,13781,2024-12-31,-0.88,4696.73 kWh
BLD-1713-VH,Industrial,Alexandria,^59Gleem,SaTurday,Low,Medium,14635m2,2023-02-11,35.52,3900.33 kWh
BLD-1714-PS,Industrial,,Dokki+30,SUNDAY,Medium,Medium,26463,2024-02-09,38.22,4655.22 kWh
BLD-1715-EH,Industrial,Alexandria,Smouha,Tuesday,High,Low,37938,2022-12-08,,5711.22 kWh
BLD-1716-OU,Commercial,Cairo,(Heliopolis60,Sunday,Medium,Low,35546m2,2020-05-12,36.37,4245.53 kWh
BLD-1717-IO,Industrial,Giza,!Dokki21,Saturday,Low,Medium,11289m2,2020-12-26,,3602.33 kWh
BLD-1718-IV,Commercial,Alexandria,Gleem,SuNday,Medium,Low,48788,2023-10-28,39.09,5032.83 kWh
BLD-1719-AZ,Residential,Giza,+Dokki58,thursday,Low,Medium,5945m2,2022-12-22,23.53,2295.33 kWh
BLD-1720-OJ,Residential,Cairo,Heliopolis,sunday,Medium,High,38109m2,2021-04-22,40.24,4729.67 kWh
BLD-1721-VR,Residential,Cairo,=78Heliopolis,TuEsday,Low,Low,17225,2022-04-30,20.0,2500.08 kWh
BLD-1722-FC,Commercial,Alexandria,$Gleem44,MonDay,Low,High,49270m2,2023-06-15,37.17,5438.11 kWh
BLD-1723-OL,Residential,Alexandria,*98Gleem,WEDNESDAY,Medium,Medium,43020m2,2024-02-18,41.66,4642.27 kWh
BLD-1724-SJ,Residential,,(Mohandessin46,thursDAY,Low,Low,49638,2024-12-31,38.31,4517.48 kWh
BLD-1725-UN,Commercial,Alexandria,Gleem%7,SaTurday,Low,Medium,27130,2020-12-16,33.71,4032.83 kWh
BLD-1726-WI,Commercial,Cairo,New Cairo-44,FRIday,Medium,Low,11583m2,2020-01-01,30.29,3332.69 kWh
BLD-1727-OJ,Residential,Alexandria,Smouha%72,friday,Low,Medium,46663m2,2022-09-22,-4.36,4535.64 kWh
BLD-1728-GM,Industrial,,&80Smouha,TUESDAY,High,Low,1779,2024-03-17,29.43,3599.73 kWh
BLD-1729-PD,Industrial,,)Dokki33,TuesDay,Low,Low,18588m2,2024-04-23,29.55,3792.47 kWh
BLD-1730-HM,Commercial,Cairo,)New Cairo63,SUNDAY,Medium,Medium,22680,2024-01-26,35.79,4092.14 kWh
BLD-1731-SL,Commercial,Giza,!Dokki43,tuesday,Low,Medium,37698,2021-03-15,,4339.55 kWh
BLD-1732-SJ,Commercial,Cairo,Maadi,SaturDay,Medium,Low,37648m2,2023-09-24,40.73,4736.14 kWh
BLD-1733-WJ,Industrial,Alexandria,Smouha,SaturDay,High,Medium,27990m2,2022-07-23,34.41,5249.84 kWh
BLD-1734-AV,Industrial,,(Heliopolis37,SATURDAY,Medium,Medium,49768,2024-12-31,49.89,5763.85 kWh
BLD-1735-MI,Residential,Alexandria,%Smouha27,SaTurday,Medium,High,22227m2,2022-09-19,37.0,4087.05 kWh
BLD-1736-AS,Residential,Cairo,(29Maadi,Sunday,High,Medium,15898m2,2021-09-13,31.63,3377.38 kWh
BLD-1737-VY,Residential,,_98New Cairo,friday,Low,High,8406m2,2020-01-01,31.6,2842.91 kWh
BLD-1738-XB,Industrial,Cairo,*71Heliopolis,tuesday,High,Low,23779m2,2024-08-24,-2.2,4684.16 kWh
BLD-1739-TX,Industrial,Cairo,)New Cairo85,Friday,High,High,2550,2023-05-29,41.22,4374.59 kWh
BLD-1740-PJ,,Giza,Dokki,sunDAY,High,Low,47719m2,2024-12-31,37.08,5781.83 kWh
BLD-1741-YZ,Commercial,Giza,Mohandessin,wednESDAY,Low,High,36112,2024-12-31,33.05,4722.9 kWh
BLD-1742-HT,Industrial,,#Gleem96,sunday,Medium,Low,20456,2024-08-11,31.37,3975.14 kWh
BLD-1743-ZL,Industrial,Giza,Mohandessin,Tuesday,High,High,46265,2023-06-19,48.15,6212.59 kWh
BLD-1744-HU,Residential,Cairo,%New Cairo43,Thursday,Low,Medium,46526,2020-11-25,,4276.66 kWh
BLD-1745-GT,Residential,Alexandria,$Smouha23,SunDay,Medium,High,2262m2,2021-08-14,,2872.63 kWh
BLD-1746-IV,Industrial,Giza,Mohandessin,monDAY,High,High,10681,2023-06-03,39.11,4635.28 kWh
BLD-1747-YX,,Cairo,Maadi-17,wednESDAY,High,Low,49438m2,2022-02-09,38.52,5225.35 kWh
BLD-1748-YV,Commercial,Cairo,Maadi$1,saturDAY,High,Medium,1935m2,2022-09-15,28.26,3463.09 kWh
BLD-1749-VE,,Alexandria,Gleem=97,SaturDay,Medium,High,12036,2023-06-18,-2.37,4018.05 kWh
BLD-1750-UD,Residential,,%66New Cairo,MONDAY,Medium,Low,12612m2,2022-05-25,22.67,2786.93 kWh
BLD-1751-UU,Residential,,&86Mohandessin,sunDAY,Medium,Medium,28288m2,2022-10-05,26.12,3655.82 kWh
BLD-1752-BJ,Commercial,Alexandria,%66Gleem,ThursDay,Medium,Medium,12055m2,2020-08-24,27.68,3634.65 kWh
BLD-1753-ZO,,Cairo,Maadi,Thursday,Low,High,38758m2,2024-12-31,47.3,5327.65 kWh
BLD-1754-BS,Industrial,Alexandria,#Smouha64,WEDNESDAY,Low,Medium,32380,2021-02-26,33.16,4500.16 kWh
BLD-1755-LX,Residential,,^Smouha4,sunday,Low,Low,26392,2022-06-26,40.4,3066.15 kWh
BLD-1756-EC,Industrial,Alexandria,Gleem,Saturday,Low,Medium,47956m2,2024-09-15,44.27,5245.78 kWh
BLD-1757-JK,Commercial,Alexandria,=72Gleem,FRIDAY,Low,Low,45580m2,2022-12-21,38.02,4460.84 kWh
BLD-1758-XN,Residential,Cairo,New Cairo,SaTurday,High,High,6276m2,2021-07-10,25.02,3118.23 kWh
BLD-1759-FG,Commercial,Alexandria,=27Smouha,MoNday,Medium,Medium,36340m2,2020-09-30,40.68,4516.02 kWh
BLD-1760-EZ,Industrial,Cairo,&Maadi20,SaTurday,Low,High,49270m2,2022-06-27,43.37,5877.19 kWh
BLD-1761-RL,Commercial,Cairo,New Cairo=71,Sunday,Medium,Medium,31790m2,2024-02-23,38.19,4534.07 kWh
BLD-1762-QQ,Industrial,,+Maadi16,WeDnesday,Medium,Low,33820,2020-10-22,,4854.4 kWh
BLD-1763-IF,Residential,Giza,#Mohandessin71,WEDNESDAY,Medium,Low,3073m2,2021-01-15,23.31,2288.52 kWh
BLD-1764-IP,Residential,Giza,%Mohandessin5,tuesday,Medium,Medium,38743,2021-06-15,,4546.15 kWh
BLD-1765-ZJ,Residential,Giza,Dokki!40,WeDnesday,Low,Low,14494m2,2020-01-01,,2311.29 kWh
BLD-1766-XK,Commercial,Alexandria,!79Smouha,Sunday,High,Low,12418m2,2020-04-08,-3.3,3525.79 kWh
BLD-1767-ZD,Commercial,Giza,$88Mohandessin,Tuesday,Medium,High,10024,2021-04-03,41.31,3838.73 kWh
BLD-1768-OC,Residential,Cairo,%43New Cairo,saturDAY,Low,High,24070m2,2020-09-24,28.92,3580.56 kWh
BLD-1769-EY,Residential,Cairo,!94Heliopolis,FRIday,Medium,Low,47690m2,2023-04-02,44.83,4377.04 kWh
BLD-1770-HV,Industrial,Cairo,*New Cairo27,FRIDAY,High,Low,17014,2023-02-09,39.6,4336.02 kWh
BLD-1771-XV,Industrial,Alexandria,Gleem*39,THURSDAY,Medium,Medium,26515m2,2024-12-31,35.88,4658.38 kWh
BLD-1772-MZ,Industrial,Cairo,Heliopolis,thursDAY,High,High,14359m2,2023-05-09,,4658.27 kWh
BLD-1773-RL,Residential,Alexandria,Gleem,SuNday,Medium,High,9320,2022-03-22,33.39,3140.2 kWh
BLD-1774-CZ,Commercial,Giza,Mohandessin,SaturDay,Medium,Medium,26517m2,2022-02-19,40.03,4468.57 kWh
BLD-1775-MA,,,!Mohandessin41,ThursDay,High,Low,34223,2024-06-01,34.77,5212.46 kWh
BLD-1776-IR,Commercial,,Dokki,tuesDAY,High,Low,39025m2,2023-03-02,36.94,4949.14 kWh
BLD-1777-DO,Residential,Alexandria,Gleem(69,Saturday,High,Low,5203,2020-01-01,,2797.21 kWh
BLD-1778-LV,Commercial,Alexandria,Gleem,sunday,High,Low,29986,2021-02-11,37.18,4514.09 kWh
BLD-1779-XV,Commercial,,New Cairo,TuesDay,Low,Medium,25650,2022-06-05,36.99,3976.81 kWh
BLD-1780-IS,Residential,Giza,@4Mohandessin,SuNday,Medium,Low,26623,2022-01-11,,3304.91 kWh
BLD-1781-MU,Industrial,Cairo,Heliopolis+86,saturday,High,High,47117m2,2024-12-31,,6530.6 kWh
BLD-1782-LD,Industrial,Cairo,-New Cairo46,WEDNESDAY,Low,High,21616,2022-04-10,40.31,4688.81 kWh
BLD-1783-VH,,Giza,$79Dokki,SATURDAY,Medium,Low,32360m2,2022-07-11,,3630.24 kWh
BLD-1784-PA,Residential,Alexandria,@97Gleem,SaturDay,High,Low,11925m2,2020-09-01,30.18,2921.01 kWh
BLD-1785-TR,Residential,Giza,@Dokki19,Tuesday,Medium,Medium,34162m2,2022-04-11,39.76,4090.41 kWh
BLD-1786-KT,Commercial,Giza,Dokki!40,SATURDAY,High,High,2469m2,2020-04-16,36.83,3797.14 kWh
BLD-1787-HU,Residential,,Smouha#4,saturday,Medium,High,7222m2,2022-07-15,,2906.57 kWh
BLD-1788-CU,Residential,Giza,Dokki,Sunday,Low,Low,30720,2020-06-28,29.78,3314.91 kWh
BLD-1789-OW,Residential,Giza,Dokki*92,SaturDay,Medium,Low,28673m2,2020-01-01,23.69,3487.69 kWh
BLD-1790-JU,Commercial,Cairo,!Heliopolis35,TUESDAY,Medium,Medium,16809m2,2020-06-12,35.15,3818.71 kWh
BLD-1791-ND,,Cairo,#23Heliopolis,ThursDay,Low,Medium,33281m2,2020-10-31,-4.63,4205.07 kWh
BLD-1792-EB,Industrial,Giza,#74Dokki,Monday,Low,Low,25438m2,2020-02-22,37.0,4233.24 kWh
BLD-1793-BJ,Residential,Giza,Dokki@46,Friday,High,Medium,48138m2,2022-03-27,35.69,5147.4 kWh
BLD-1794-PD,Industrial,Cairo,Heliopolis)9,Wednesday,High,High,36446,2024-12-06,42.28,6069.51 kWh
BLD-1795-DH,,,Smouha,saturDAY,Low,Low,48408m2,2022-11-30,39.71,4102.94 kWh
BLD-1796-RE,Industrial,,(New Cairo67,SaTurday,Low,High,28970m2,2024-12-31,40.66,5050.37 kWh
BLD-1797-MO,Residential,Giza,!Mohandessin82,MonDay,Medium,High,45133,2023-10-29,43.04,4910.15 kWh
BLD-1798-LV,Industrial,Alexandria,=94Smouha,thursday,Medium,Medium,31311m2,2023-07-17,41.7,5168.99 kWh
BLD-1799-XW,Residential,Alexandria,-Smouha6,Sunday,Medium,Medium,45528,2024-12-31,-0.17,4592.9 kWh
BLD-1800-RN,Industrial,Giza,Mohandessin,SaTurday,High,Low,30475,2023-03-31,44.35,4935.7 kWh
BLD-1801-SX,Commercial,Giza,&Dokki28,Thursday,High,Low,32919m2,2021-07-13,35.98,4640.78 kWh
BLD-1802-XE,Industrial,Alexandria,Smouha,FRIday,Low,Low,32205,2024-07-05,38.69,4634.34 kWh
BLD-1803-NU,Commercial,Cairo,#Maadi46,MONDAY,Low,High,41100m2,2023-03-06,38.84,5063.09 kWh
BLD-1804-DP,Commercial,Cairo,)19New Cairo,tuesday,High,Low,25503m2,2023-01-22,34.65,4366 kWh
BLD-1805-TN,Residential,Giza,+Mohandessin89,SuNday,Medium,Low,36685,2021-11-15,33.51,4091.56 kWh
BLD-1806-IB,Residential,Giza,Dokki&91,monday,Low,High,8313,2020-01-01,27.57,2745.7 kWh
BLD-1807-WL,Industrial,Giza,-12Dokki,SaturDay,Low,High,12675m2,2023-12-12,32.39,4034.11 kWh
BLD-1808-GO,Commercial,Cairo,Maadi@78,Monday,High,High,16871m2,2024-01-29,42.55,4413.74 kWh
BLD-1809-OH,,Giza,Dokki,TUESDAY,Low,Medium,2639m2,2020-01-01,22.75,2779.25 kWh
BLD-1810-LD,Industrial,Giza,Dokki)78,MoNday,Low,Low,47795,2024-12-31,,5156.72 kWh
BLD-1811-VL,Commercial,,!Dokki75,TuEsday,Medium,Low,10150,2020-01-01,26.16,2998.57 kWh
BLD-1812-RU,,Alexandria,=93Gleem,saturDAY,High,Low,3541m2,2021-07-03,37.55,3467.74 kWh
BLD-1813-LB,Commercial,,Heliopolis$1,FRIday,Low,Medium,27160,2020-02-08,33.85,3778.19 kWh
BLD-1814-MI,Industrial,Giza,Mohandessin=59,Sunday,High,High,26655m2,2022-08-19,47.69,5407.04 kWh
BLD-1815-GD,Commercial,,Smouha,FRIday,High,Medium,41624m2,2024-12-31,35.31,5237.3 kWh
BLD-1816-OC,Industrial,Cairo,(13New Cairo,sunday,High,Medium,23616m2,2023-04-14,42.39,5107 kWh
BLD-1817-VG,Industrial,Giza,&Dokki22,SuNday,High,Low,48864,2024-12-31,48.82,5693.96 kWh
BLD-1818-UU,,Giza,Mohandessin#42,Wednesday,Medium,High,11883,2020-01-01,32.05,3570.31 kWh
BLD-1819-TA,Commercial,,)Smouha9,Sunday,Low,Low,24527,2021-05-26,36.98,3653.25 kWh
BLD-1820-BZ,Commercial,,=New Cairo93,tuesDAY,Low,Medium,37811,2024-07-20,35.32,4534.85 kWh
BLD-1821-KH,Residential,,New Cairo,THURSDAY,High,High,20041,2023-02-06,42.03,4217.88 kWh
BLD-1822-EZ,Residential,Alexandria,=Smouha82,SATURDAY,High,Low,9610,2020-01-01,,2556.63 kWh
BLD-1823-SG,Industrial,Giza,)Mohandessin33,SUNDAY,Low,High,42346,2024-12-31,,5390.76 kWh
BLD-1824-CY,Commercial,,^Gleem56,TuesDay,High,High,15548m2,2020-10-11,36.15,4616.46 kWh
BLD-1825-RG,Industrial,Giza,%Dokki29,SATURDAY,Low,Low,11882m2,2020-01-01,35.59,3146.62 kWh
BLD-1826-SG,Residential,Alexandria,Smouha@12,WednesDay,Medium,High,38658,2021-12-05,46.48,4813.61 kWh
BLD-1827-HK,Commercial,Cairo,=Maadi98,SaTurday,Low,Low,3219m2,2022-05-25,23.33,2602.69 kWh
BLD-1828-YE,Industrial,Giza,(1Mohandessin,saturDAY,High,Medium,37266,2024-12-31,43.3,5753.93 kWh
BLD-1829-ZT,Industrial,,*41Gleem,Monday,Medium,High,37301,2024-12-31,41.7,5393.95 kWh
BLD-1830-AI,,Alexandria,*66Smouha,ThursDay,Low,High,23893,2022-05-24,-3.35,3507.49 kWh
BLD-1831-EE,Industrial,Giza,!56Mohandessin,SuNday,Low,Low,49981m2,2024-03-03,37.89,5241.89 kWh
BLD-1832-RI,Residential,Alexandria,Smouha@17,sunDAY,High,Medium,14075m2,2020-04-01,26.03,3388.25 kWh
BLD-1833-ZF,,,Dokki@70,SunDay,Low,Low,43323m2,2022-09-04,35.39,4727.81 kWh
BLD-1834-DV,Residential,Alexandria,%Gleem40,sunDAY,Medium,Low,27116m2,2022-01-29,,3571.76 kWh
BLD-1835-AE,Industrial,Giza,Dokki^66,SuNday,Medium,Low,45584,2024-12-31,44.15,5415.31 kWh
BLD-1836-AL,Commercial,,Mohandessin-25,WEDNESDAY,Low,High,16350,2024-01-19,39.3,3675.54 kWh
BLD-1837-ZZ,Residential,Alexandria,(Smouha57,THURSDAY,High,High,32383m2,2024-07-05,35.09,4847.12 kWh
BLD-1838-HS,Industrial,Cairo,+44New Cairo,SaTurday,High,Low,10677,2020-07-07,39.84,4173.1 kWh
BLD-1839-KA,Residential,Cairo,New Cairo,wednESDAY,Medium,High,6204m2,2020-01-06,27.81,3100.51 kWh
BLD-1840-FI,Commercial,,=56New Cairo,wednesday,Medium,Low,46667m2,2020-10-25,38.07,4638.97 kWh
BLD-1841-BE,Commercial,Giza,#2Mohandessin,wednESDAY,Low,High,24363m2,2022-03-17,36.99,3938.82 kWh
BLD-1842-XN,Commercial,Cairo,Maadi@18,SunDay,High,Low,35201m2,2020-08-04,32.41,4504.67 kWh
BLD-1843-QD,,,Mohandessin,wednESDAY,Low,Low,23034,2020-07-31,36.7,4104.1 kWh
BLD-1844-XC,Commercial,Alexandria,@58Smouha,FRIday,Low,Medium,781,2021-06-13,27.02,2696.49 kWh
BLD-1845-PO,,Alexandria,+1Gleem,Sunday,High,Medium,31023,2024-04-13,38.9,4378.55 kWh
BLD-1846-YL,,Alexandria,Smouha,thursday,Low,Medium,32466m2,2022-12-02,41.24,4905.84 kWh
BLD-1847-QS,Residential,Giza,(Dokki18,friDAY,Low,Medium,18809m2,2022-02-16,39.21,3002.83 kWh
BLD-1848-DO,Residential,,Smouha&0,sunday,Medium,Medium,18264m2,2023-05-23,28.19,3471.43 kWh
BLD-1849-QH,,Alexandria,Gleem&16,tuesday,Medium,Medium,25360m2,2022-08-13,32.58,4103.09 kWh
BLD-1850-TB,Commercial,,Smouha,saturDAY,Low,High,15163m2,2023-02-10,29.14,3612.86 kWh
BLD-1851-XZ,Residential,Giza,Dokki,wednESDAY,High,Medium,33481m2,2021-01-09,35.08,4524.49 kWh
BLD-1852-VQ,Commercial,Cairo,Heliopolis,MONDAY,High,Low,44741,2022-10-26,38.55,5143.73 kWh
BLD-1853-JO,Industrial,,+66Mohandessin,sunDAY,Low,High,2698m2,2020-01-01,36.57,3496.99 kWh
BLD-1854-UA,Residential,Giza,=Dokki52,sunDAY,Medium,Low,45069,2021-03-17,42.97,4361.43 kWh
BLD-1855-BP,Commercial,Giza,+Dokki33,SUNDAY,High,Medium,37179,2024-09-03,38.26,5048.34 kWh
BLD-1856-MN,Industrial,Giza,Mohandessin&23,FRIDAY,Medium,Low,46663,2021-08-13,38.87,5338.19 kWh
BLD-1857-VD,Residential,Alexandria,=90Smouha,Wednesday,Low,Medium,42344m2,2021-12-08,37.42,4155.74 kWh
BLD-1858-PW,Commercial,,%Smouha63,saturDAY,High,Low,33687,2024-12-31,36.79,4798.68 kWh
BLD-1859-OC,Commercial,Cairo,-21New Cairo,SunDay,High,High,30948m2,2021-02-28,44.28,5147.11 kWh
BLD-1860-CK,Commercial,Alexandria,!Gleem22,friday,Medium,High,27338m2,2022-11-09,38.97,4601.21 kWh
BLD-1861-TE,Industrial,Alexandria,Smouha,SaTurday,Low,High,44986m2,2022-11-22,36.63,5472.2 kWh
BLD-1862-CE,Residential,Giza,=97Dokki,THURSDAY,Medium,Medium,34875,2022-08-03,,4235.19 kWh
BLD-1863-IT,Industrial,Giza,Mohandessin,SuNday,Low,Low,3749m2,2020-08-24,,2769.99 kWh
BLD-1864-US,Industrial,Cairo,New Cairo(90,friDAY,Low,Medium,1119m2,2023-10-20,26.6,3196.17 kWh
BLD-1865-RW,Residential,Giza,$99Mohandessin,SunDay,Low,High,13176m2,2022-04-12,-1.05,3060.91 kWh
BLD-1866-KM,Commercial,Alexandria,-55Gleem,saturday,Low,Low,45423m2,2024-11-15,38.41,4449.57 kWh
BLD-1867-TQ,Residential,Alexandria,Smouha,thursDAY,High,High,7505,2020-01-01,31.82,3350.06 kWh
BLD-1868-JO,Residential,Alexandria,Smouha,TuesDay,Low,Low,46903m2,2024-07-20,38.02,4116.88 kWh
BLD-1869-QT,Industrial,Cairo,Heliopolis,sunday,Low,Low,32784m2,2022-07-07,45.63,4363.9 kWh
BLD-1870-ND,Residential,,%68Dokki,TuesDay,Low,High,4925,2023-06-24,,2724.62 kWh
BLD-1871-ZW,Industrial,Cairo,)81New Cairo,SUNDAY,Medium,High,49151m2,2024-12-31,,6228.54 kWh
BLD-1872-DU,Industrial,Alexandria,Gleem!20,saturDAY,Low,Medium,10826,2020-08-03,26.42,3724.42 kWh
BLD-1873-UY,Commercial,Giza,!37Mohandessin,SaturDay,Medium,High,40559,2023-09-03,36.97,4956.67 kWh
BLD-1874-RX,Industrial,,New Cairo$93,ThursDay,Medium,Medium,44564,2022-05-04,44.38,5646.19 kWh
BLD-1875-GN,Residential,Alexandria,Gleem,sunDAY,Low,Low,37614,2023-12-12,40.29,3657.53 kWh
BLD-1876-OH,Residential,Alexandria,=20Gleem,thursday,Medium,High,9446m2,2020-01-01,27.62,3290.94 kWh
BLD-1877-NK,Residential,Cairo,@Maadi27,saturDAY,High,High,10722m2,2020-04-06,,3496.97 kWh
BLD-1878-OM,,Cairo,Maadi-80,SaturDay,Medium,Low,30045m2,2020-11-21,30.33,3364.13 kWh
BLD-1879-NX,Industrial,Giza,#Mohandessin52,SuNday,Low,High,41735m2,2022-03-07,47.98,5340.39 kWh
BLD-1880-DK,Commercial,Giza,Mohandessin#58,Sunday,Low,Low,20346,2020-01-01,39.05,2924.87 kWh
BLD-1881-NK,Residential,Alexandria,^Gleem49,monDAY,Low,Medium,6395m2,2020-01-01,22.64,2495.93 kWh
BLD-1882-VI,Commercial,Alexandria,!Smouha74,sunday,High,High,30587m2,2023-04-01,37.54,4873 kWh
BLD-1883-LE,Industrial,Giza,Mohandessin_39,SunDay,High,High,20522m2,2023-07-05,45.77,5088.21 kWh
BLD-1884-VP,,Alexandria,Smouha-81,Tuesday,Medium,High,40387m2,2022-09-24,46.8,5518.13 kWh
BLD-1885-CC,Industrial,Alexandria,!33Gleem,wednesday,Low,Low,15751m2,2020-01-11,39.81,3542.19 kWh
BLD-1886-CC,Commercial,Giza,Mohandessin,TuEsday,Medium,Low,18158,2020-02-29,33.08,3372.41 kWh
BLD-1887-ND,Industrial,,Mohandessin,SUNDAY,Medium,High,20194,2021-10-09,38.26,4895.61 kWh
BLD-1888-XX,Residential,Giza,-Mohandessin88,wednESDAY,High,High,8304m2,2020-04-17,35.58,3771.12 kWh
BLD-1889-LZ,Residential,,)86Maadi,sunday,Low,Low,3724,2020-01-01,,1915.37 kWh
BLD-1890-ER,Commercial,Alexandria,Smouha%80,saturday,Medium,Medium,10382m2,2020-01-13,,3699.65 kWh
BLD-1891-BS,Residential,Alexandria,Smouha,SaturDay,Medium,Low,29930m2,2020-04-15,34.28,3621.53 kWh
BLD-1892-RR,Commercial,Giza,+19Mohandessin,Saturday,Medium,High,42399m2,2023-08-19,47.38,5332.5 kWh
BLD-1893-KV,Residential,Alexandria,=28Gleem,SaTurday,High,Medium,33630m2,2023-09-22,43.44,4620.93 kWh
BLD-1894-DN,Commercial,,Smouha,tuesday,Medium,Low,26931m2,2024-07-19,39.31,3798.62 kWh
BLD-1895-LV,Residential,Alexandria,Gleem*66,saturDAY,Medium,Low,4314m2,2021-12-05,26.92,2330.09 kWh
BLD-1896-YN,Residential,Giza,*Mohandessin8,wednesday,High,Low,27185,2024-09-14,,3921.95 kWh
BLD-1897-XB,Residential,Cairo,Maadi=63,wednesday,Low,High,23999m2,2021-04-21,31.84,3490.41 kWh
BLD-1898-JT,Residential,Alexandria,(Smouha50,ThursDay,Low,Low,16835,2022-07-13,30.82,2554.39 kWh
BLD-1899-JL,Commercial,Cairo,Maadi,thursday,High,Low,17587m2,2023-04-24,28.55,3658.93 kWh
BLD-1900-DS,Residential,Alexandria,&Smouha64,Tuesday,Low,Medium,12439,2021-01-09,29.6,2966.16 kWh
BLD-1901-QG,Residential,,Heliopolis-35,FriDay,Medium,Low,28132m2,2021-06-19,29.61,3522.9 kWh
BLD-1902-EV,Commercial,Cairo,New Cairo!13,SUNDAY,Medium,Medium,46889m2,2024-12-31,,5359.1 kWh
BLD-1903-PH,,Cairo,*Maadi18,FRIDAY,Medium,Low,49401,2021-06-21,44.97,4787.86 kWh
